"","Bacterial Host","Phage_Sequence","Protein_ID","Classified_by_EggNOG_or_PHROGS","COGG_Number","EggNOG_Annotation","PHROGS_Number","PHROGS_Annotation","AMG_or_Moron"
"16634","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00055","Ph","-","-","phrog_463","anti-repressor","-"
"16635","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00001","S","2ZCJ7","unknown","-","-","-"
"16636","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00043","0","","","-","-","-"
"16637","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00044","0","","","-","-","-"
"16638","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00023","Ph","-","-","phrog_222","tail completion or Neck1 protein","-"
"16639","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00028","Ph","-","-","phrog_172","head scaffolding protein","-"
"16640","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00045","0","","","-","-","-"
"16641","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00038","Ph","-","-","phrog_248","transcriptional activator","-"
"16642","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00015","Ph","-","-","phrog_1517","endolysin","-"
"16643","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00051","Ph","-","-","phrog_2324","Erf-like ssDNA annealing protein","-"
"16644","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00009","Ph","-","-","phrog_1160","baseplate protein","-"
"16645","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00049","0","","","-","-","-"
"16646","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00033","S","306ZM","unknown","-","-","-"
"16647","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00040","S","32SWP","Putative HNHc nuclease","-","-","-"
"16648","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00037","L","2SGCR","DNA methylase","-","-","-"
"16649","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00050","Ph","-","-","phrog_44","single strand DNA binding protein","-"
"16650","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00057","Ph","-","-","phrog_4","transcriptional repressor","-"
"16651","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00058","0","","","-","-","-"
"16652","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00003","Ph","-","-","",NA,"-"
"16653","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00046","0","","","-","-","-"
"16654","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00021","S","32AYT","unknown","-","-","-"
"16655","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00010","Ph","-","-","phrog_6","baseplate wedge subunit","-"
"16656","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00063","Ph","-","-","phrog_1","integrase","-"
"16657","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00062","K","33MC1","Cro/C1-type HTH DNA-binding domain","-","-","-"
"16658","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00041","0","","","-","-","-"
"16659","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00005","S","30AQE","unknown","-","-","-"
"16660","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00004","0","","","-","-","-"
"16661","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00039","0","","","-","-","-"
"16662","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00030","Ph","-","-","phrog_64","portal protein","-"
"16663","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00053","0","","","-","-","-"
"16664","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00035","0","","","-","-","-"
"16665","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00012","S","30BFE","unknown","-","-","-"
"16666","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00007","0","","","-","-","-"
"16667","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00052","S","33BYN","Protein of unknown function (DUF1351)","-","-","-"
"16668","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00017","0","","","-","-","-"
"16669","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00056","K","33CUC","Cro/C1-type HTH DNA-binding domain","-","-","-"
"16670","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00032","0","","","-","-","-"
"16671","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00054","0","","","-","-","-"
"16672","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00061","S","32NA3","unknown","-","-","-"
"16673","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00025","S","2SCJ7","Lysin motif","-","-","-"
"16674","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00019","Ph","-","-","phrog_280","virion structural protein","-"
"16675","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00018","S","30BF8","unknown","-","-","-"
"16676","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00042","0","","","-","-","-"
"16677","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00002","Ph","-","-","phrog_291","endolysin","-"
"16678","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00027","Ph","-","-","phrog_909","major head protein","-"
"16679","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00047","Ph","-","-","phrog_50","DnaC-like helicase loader","-"
"16680","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00006","0","","","-","-","-"
"16681","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00029","Ph","-","-","phrog_115","minor head protein","-"
"16682","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00014","S","32YB6","unknown","-","-","-"
"16683","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00008","S","309S3","unknown","-","-","-"
"16684","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00060","0","","","-","-","-"
"16685","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00034","Ph","-","-","phrog_2606","terminase small subunit","-"
"16686","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00020","Ph","-","-","phrog_205","tail sheath","-"
"16687","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00011","S","30BG0","unknown","-","-","-"
"16688","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00024","S","30BNT","unknown","-","-","-"
"16689","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00016","Ph","-","-","phrog_167","tail length tape measure protein","-"
"16690","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00031","Ph","-","-","phrog_2","terminase large subunit","-"
"16691","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00005","Ph","-","-","phrog_2439","transcriptional regulator","-"
"16692","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00048","0","","","-","-","-"
"16693","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00046","S","3060X","unknown","-","-","-"
"16694","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00049","Ph","-","-","phrog_4583","transcriptional repressor","-"
"16695","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00052","S","32Y79","unknown","-","-","-"
"16696","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00017","S","31Z1W","unknown","-","-","-"
"16697","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00038","S","31XTI","unknown","-","-","-"
"16698","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00030","0","","","-","-","-"
"16699","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00041","S","2ZYVQ","unknown","-","-","-"
"16700","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00044","0","","","-","-","-"
"16701","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00013","Ph","-","-","phrog_1533","tail length tape measure protein","-"
"16702","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00032","S","32FBK","unknown","-","-","-"
"16703","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00045","Ph","-","-","phrog_2780","RecT-like ssDNA annealing protein","-"
"16704","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00036","S","31S3T","unknown","-","-","-"
"16705","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00020","Ph","-","-","phrog_137","head-tail adaptor Ad1","-"
"16706","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00035","S","331HP","unknown","-","-","-"
"16707","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00006","Ph","-","-","phrog_881","holin","-"
"16708","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00047","0","","","-","-","-"
"16709","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00014","S","32G3G","unknown","-","-","-"
"16710","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00028","Ph","-","-","phrog_8643","DNA polymerase/primase","-"
"16711","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00012","Ph","-","-","phrog_5577","minor tail protein","-"
"16712","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00050","K","31YJ5","Helix-turn-helix XRE-family like proteins","-","-","-"
"16713","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00024","Ph","-","-","phrog_193","head maturation protease","-"
"16714","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00043","Ph","-","-","phrog_44","single strand DNA binding protein","-"
"16715","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00004","0","","","-","-","-"
"16716","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00054","Ph","-","-","",NA,"-"
"16717","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00001","Ph","-","-","phrog_1","integrase","-"
"16718","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00015","S","328AN","unknown","-","-","-"
"16719","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00009","0","","","-","-","-"
"16720","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00010","0","","","-","-","-"
"16721","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00039","Ph","-","-","phrog_2149","replication initiation protein","-"
"16722","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00037","0","","","-","-","-"
"16723","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00051","S","2ZX0Y","unknown","-","-","-"
"16724","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00053","K","arCOG04971","transferase activity, transferring acyl groups","-","-","-"
"16725","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00029","Ph","-","-","phrog_333","HNH endonuclease","-"
"16726","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00040","Ph","-","-","phrog_374","HNH endonuclease","-"
"16727","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00042","0","","","-","-","-"
"16728","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00023","S","31W44","unknown","-","-","-"
"16729","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00007","Ph","-","-","phrog_291","endolysin","-"
"16730","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00034","S","32RJ7","PFAM MTH538 TIR-like domain","-","-","-"
"16731","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00003","0","","","-","-","-"
"16732","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00002","0","","","-","-","-"
"16733","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00027","Ph","-","-","phrog_1496","terminase small subunit","-"
"16734","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00011","Ph","-","-","phrog_1885","minor tail protein","-"
"16735","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00025","Ph","-","-","phrog_104","portal protein","-"
"16736","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00016","Ph","-","-","phrog_2491","major tail protein","-"
"16737","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00033","Ph","-","-","phrog_597","DNA binding protein","-"
"16738","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00021","Ph","-","-","phrog_10","major head protein","-"
"16739","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00018","S","33H7B","unknown","-","-","-"
"16740","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00026","Ph","-","-","phrog_9","terminase large subunit","-"
"16741","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00031","0","","","-","-","-"
"16742","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00019","S","348MB","unknown","-","-","-"
"16743","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00008","S","31R0B","unknown","-","-","-"
"16744","Bifidobacterium asteroides","VMHJ01000002.1||0_partial_1","VMHJ01000002.1||0_partial_1__00022","Ph","-","-","phrog_15003","head scaffolding protein","-"
"16745","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00102","Ph","-","-","phrog_214","Rz-like spanin","-"
"16746","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00006","Ph","-","-","phrog_7244","integrase","-"
"16747","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00052","G","COG1929","Belongs to the glycerate kinase type-1 family","-","-","Potential AMG"
"16748","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00125","Ph","-","-","phrog_3887","transcriptional regulator","-"
"16749","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00083","0","","","-","-","-"
"16750","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00118","Ph","-","-","phrog_158","major tail protein","-"
"16751","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00121","Ph","-","-","phrog_339","tail length tape measure protein","-"
"16752","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00106","Ph","-","-","phrog_478","site-specific recombination directionality factor RDF","-"
"16753","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00126","Ph","-","-","phrog_14","minor tail protein","-"
"16754","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00056","0","","","-","-","-"
"16755","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00119","Ph","-","-","phrog_344","tail assembly chaperone","-"
"16756","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00064","E","COG0165","Argininosuccinate lyase","-","-","Potential AMG"
"16757","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00036","L","arCOG03416","PFAM D12 class N6 adenine-specific DNA methyltransferase","-","-","-"
"16758","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00059","S","2SKIV","Phosphoribosyl transferase domain","-","-","-"
"16759","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00076","0","","","-","-","-"
"16760","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00020","Ph","-","-","phrog_175","holin","-"
"16761","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00098","L","COG2356","endonuclease I","-","-","-"
"16762","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00117","Ph","-","-","phrog_347","tail terminator","-"
"16763","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00094","0","","","-","-","-"
"16764","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00160","Ph","-","-","phrog_9710",NA,"-"
"16765","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00010","S","30A6T","unknown","-","-","-"
"16766","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00139","S","31CQ5","Protein of unknown function (DUF2806)","-","-","-"
"16767","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00109","Ph","-","-","phrog_9","terminase large subunit","-"
"16768","Gilliamella apicola","VMHL01000001.1||0_partial_1","VMHL01000001.1||0_partial_1__00095","0","","","-","-","-"
