protein	nogbit	nogcat	nogdomain	nogevalue	noghit	nogname
QGLP01000005.1||0_partial_1__00070	267.1	L	Bacteria	8.80E-80	3036R	YqaJ-like viral recombinase domain
QGLP01000005.1||0_partial_1__00071	102.3	T	Bacteria	4.30E-29	COG1551	Could accelerate the degradation of some genes transcripts potentially through selective RNA binding
QGLP01000005.1||0_partial_1__00074	92.8	S	Virus	2.20E-26	4QAU9	Single-strand binding protein family
QGLP01000005.1||0_partial_1__00076	196.2	S	Virus	8.70E-58	4QATB	Phosphoadenosine phosphosulfate reductase family
QGLP01000005.1||0_partial_1__00077	18.5	S	Bacteria	0.00087	33WM9	unknown
QGLP01000005.1||1_partial_1__00001	111.7	S	Bacteria	2.00E-32	316V4	cellular response to DNA damage stimulus
QGLP01000005.1||1_partial_1__00004	309.9	S	Virus	1.80E-92	4QH23	Phage late control gene D protein (GPD)
QGLP01000005.1||1_partial_1__00005	140.1	S	Bacteria	5.40E-41	COG3499	P2 GpU family protein
QGLP01000005.1||1_partial_1__00006	76.8	S	Virus	8.10E-22	4QF5E	
QGLP01000005.1||1_partial_1__00007	73.9	S	Bacteria	5.40E-21	31PQ4	Phage P2 GpE
QGLP01000005.1||1_partial_1__00008	110.1	S	Bacteria	4.20E-32	32YUV	Tail E family protein
QGLP01000005.1||1_partial_1__00009	215.8	S	Virus	2.80E-64	4QGAP	Phage tail tube protein FII
QGLP01000005.1||1_partial_1__00010	560.6	S	Eukarya	3.30E-168	2SV4D	Phage tail sheath protein subtilisin-like domain
QGLP01000005.1||1_partial_1__00011	150.1	S	Virus	7.50E-44	4QAIQ	Caudovirales tail fibre assembly protein
QGLP01000005.1||1_partial_1__00012	185.9	S	Bacteria	4.70E-55	COG5301	"cellulose 1,4-beta-cellobiosidase activity"
QGLP01000005.1||1_partial_1__00013	159.2	S	Virus	1.20E-46	4QAIQ	Caudovirales tail fibre assembly protein
QGLP01000005.1||1_partial_1__00014	180.3	S	Bacteria	2.60E-53	COG5301	"cellulose 1,4-beta-cellobiosidase activity"
QGLP01000005.1||1_partial_1__00015	156.4	S	Virus	8.60E-46	4QAIQ	Caudovirales tail fibre assembly protein
QGLP01000005.1||1_partial_1__00016	194.4	S	Bacteria	1.20E-57	COG5301	"cellulose 1,4-beta-cellobiosidase activity"
QGLP01000005.1||1_partial_1__00017	186.4	S	Virus	3.00E-55	4QBSC	Phage tail protein (Tail_P2_I)
QGLP01000005.1||1_partial_1__00018	344.7	S	Bacteria	4.50E-103	COG3948	Baseplate J-like protein
QGLP01000005.1||1_partial_1__00019	96	S	Virus	1.10E-27	4QB1K	Gene 25-like lysozyme
QGLP01000005.1||1_partial_1__00020	209.1	S	Virus	5.40E-62	4QC8P	Phage-related baseplate assembly protein
QGLP01000005.1||1_partial_1__00022	87.6	S	Bacteria	6.30E-25	32RTF	P2 phage tail completion R family protein
QGLP01000005.1||1_partial_1__00023	70.8	S	Virus	7.60E-20	4QAK5	Pfam:Phage_holin_3_7
QGLP01000005.1||1_partial_1__00024	88.5	S	Virus	3.10E-25	4QCMF	Pfam:Phage_holin_8
QGLP01000005.1||1_partial_1__00025	85.2	S	Virus	1.90E-24	4QGYU	Phage Tail Protein X
QGLP01000005.1||1_partial_1__00026	29	S	Bacteria	7.90E-07	31DTX	unknown
QGLP01000005.1||1_partial_1__00027	122.4	S	Bacteria	9.60E-36	COG5346	Predicted membrane protein (DUF2335)
QGLP01000005.1||1_partial_1__00028	26.9	S	Bacteria	4.50E-06	32T06	unknown
QGLP01000005.1||1_partial_1__00029	111.4	S	Virus	4.10E-32	4QB6G	Peptidase M15
QGLP01000005.1||1_partial_1__00030	126	S	Bacteria	5.80E-37	32X6T	"Psort location CytoplasmicMembrane, score 9.46"
QGLP01000005.1||1_partial_1__00033	689.3	S	Bacteria	4.50E-207	2Z7TX	DNA replication
QGLP01000005.1||1_partial_1__00034	75.1	S	Virus	3.10E-21	4QAQS	Prokaryotic dksA/traR C4-type zinc finger
QGLP01000005.1||1_partial_1__00035	32.4	S	Bacteria	6.70E-08	339VV	Protein of unknown function (DUF2732)
QGLP01000005.1||1_partial_1__00036	23.6	S	Bacteria	4.00E-05	2ZCY5	unknown
QGLP01000005.1||1_partial_1__00038	61.5	S	Bacteria	7.00E-17	32VY3	unknown
QGLP01000005.1||1_partial_1__00039	98.5	K	Virus	3.90E-28	4QGSV	Pfam:Phage_CI_C
QGLP01000005.1||1_partial_1__00040	190.5	S	Virus	5.50E-56	4QAQE	Phage integrase family
QGLQ01000008.1||0_partial_1__00001	88.6	S	Bacteria	3.40E-25	339ZE	"Caudovirales tail fibre assembly protein, lambda gpK"
QGLQ01000008.1||0_partial_1__00002	156	S	Bacteria	7.30E-46	COG5301	"cellulose 1,4-beta-cellobiosidase activity"
QGLQ01000008.1||0_partial_1__00004	82.3	S	Virus	1.90E-23	4QAK5	Pfam:Phage_holin_3_7
QGLQ01000008.1||0_partial_1__00005	82.6	S	Virus	2.10E-23	4QCMF	Pfam:Phage_holin_8
QGLQ01000008.1||0_partial_1__00006	48.3	S	Virus	6.60E-13	4QGYU	Phage Tail Protein X
QGLQ01000008.1||0_partial_1__00007	28.5	S	Bacteria	1.40E-06	32T06	unknown
QGLQ01000008.1||0_partial_1__00008	114.6	S	Virus	4.40E-33	4QB6G	Peptidase M15
QGLQ01000008.1||0_partial_1__00010	692.8	S	Bacteria	3.90E-208	2Z7TX	DNA replication
QGLQ01000008.1||0_partial_1__00011	74.7	S	Virus	4.10E-21	4QAQS	Prokaryotic dksA/traR C4-type zinc finger
QGLQ01000008.1||0_partial_1__00012	36.3	S	Bacteria	5.00E-09	344FW	Protein of unknown function (DUF2732)
QGLQ01000008.1||0_partial_1__00013	22.6	S	Bacteria	8.30E-05	2ZCY5	unknown
QGLQ01000008.1||0_partial_1__00015	60.7	S	Bacteria	1.10E-16	32WKD	unknown
QGLQ01000008.1||0_partial_1__00016	99.4	K	Virus	2.00E-28	4QGSV	Pfam:Phage_CI_C
QGLQ01000008.1||0_partial_1__00017	188	S	Virus	3.30E-55	4QAQE	Phage integrase family
QGLR01000009.1||0_partial_1__00001	109.9	S	Bacteria	7.30E-32	316V4	cellular response to DNA damage stimulus
QGLR01000009.1||0_partial_1__00003	309.8	S	Virus	2.00E-92	4QH23	Phage late control gene D protein (GPD)
QGLR01000009.1||0_partial_1__00004	134.8	S	Bacteria	2.20E-39	COG3499	P2 GpU family protein
QGLR01000009.1||0_partial_1__00005	82.8	S	Virus	1.20E-23	4QF5E	
QGLR01000009.1||0_partial_1__00006	110.1	S	Bacteria	4.20E-32	32YUV	Tail E family protein
QGLR01000009.1||0_partial_1__00007	215.8	S	Virus	2.80E-64	4QGAP	Phage tail tube protein FII
QGLR01000009.1||0_partial_1__00008	560.3	S	Eukarya	3.90E-168	2SV4D	Phage tail sheath protein subtilisin-like domain
QGLR01000009.1||0_partial_1__00009	154.8	S	Virus	2.60E-45	4QAIQ	Caudovirales tail fibre assembly protein
QGLR01000009.1||0_partial_1__00010	186.3	S	Bacteria	3.70E-55	COG5301	"cellulose 1,4-beta-cellobiosidase activity"
QGLR01000009.1||0_partial_1__00011	156.6	S	Virus	7.60E-46	4QAIQ	Caudovirales tail fibre assembly protein
QGLR01000009.1||0_partial_1__00012	180.3	S	Bacteria	2.60E-53	COG5301	"cellulose 1,4-beta-cellobiosidase activity"
QGLR01000009.1||0_partial_1__00013	23.2	L	Bacteria	5.80E-05	2ZUVH	transposase activity
QGLR01000009.1||0_partial_1__00014	154	S	Virus	4.60E-45	4QAIQ	Caudovirales tail fibre assembly protein
QGLR01000009.1||0_partial_1__00015	196.9	S	Bacteria	2.00E-58	COG5301	"cellulose 1,4-beta-cellobiosidase activity"
QGLR01000009.1||0_partial_1__00016	191.8	S	Virus	6.50E-57	4QBSC	Phage tail protein (Tail_P2_I)
QGLR01000009.1||0_partial_1__00017	344.2	S	Bacteria	6.30E-103	COG3948	Baseplate J-like protein
QGLR01000009.1||0_partial_1__00018	96	S	Virus	1.10E-27	4QB1K	Gene 25-like lysozyme
QGLR01000009.1||0_partial_1__00019	209	S	Virus	5.90E-62	4QC8P	Phage-related baseplate assembly protein
QGLR01000009.1||0_partial_1__00021	82.5	S	Bacteria	2.20E-23	32RTF	P2 phage tail completion R family protein
QGLR01000009.1||0_partial_1__00022	70.1	S	Virus	1.20E-19	4QAK5	Pfam:Phage_holin_3_7
QGLR01000009.1||0_partial_1__00023	89.3	S	Virus	1.70E-25	4QCMF	Pfam:Phage_holin_8
QGLR01000009.1||0_partial_1__00024	85.2	S	Virus	1.90E-24	4QGYU	Phage Tail Protein X
QGLR01000009.1||0_partial_1__00025	46.3	S	Bacteria	2.70E-12	339VR	unknown
QGLR01000009.1||0_partial_1__00026	26.4	S	Bacteria	6.30E-06	32T06	unknown
QGLR01000009.1||0_partial_1__00027	110.6	S	Virus	7.60E-32	4QB6G	Peptidase M15
QGLR01000009.1||0_partial_1__00028	128.5	S	Bacteria	9.70E-38	32X6T	"Psort location CytoplasmicMembrane, score 9.46"
QGLR01000009.1||0_partial_1__00032	689	S	Bacteria	5.70E-207	2Z7TX	DNA replication
QGLR01000009.1||0_partial_1__00033	75.1	S	Virus	3.10E-21	4QAQS	Prokaryotic dksA/traR C4-type zinc finger
QGLR01000009.1||0_partial_1__00034	32.4	S	Bacteria	6.70E-08	339VV	Protein of unknown function (DUF2732)
QGLR01000009.1||0_partial_1__00035	23.8	S	Bacteria	3.40E-05	2ZCY5	unknown
QGLR01000009.1||0_partial_1__00037	61.5	S	Bacteria	7.00E-17	32VY3	unknown
QGLR01000009.1||0_partial_1__00038	98.5	K	Virus	3.90E-28	4QGSV	Pfam:Phage_CI_C
QGLR01000009.1||0_partial_1__00039	190.5	S	Virus	5.50E-56	4QAQE	Phage integrase family
QGLR01000012.1||0_partial_1__00001	53.4	S	Bacteria	2.10E-14	2ZZCU	unknown
QGLR01000012.1||0_partial_1__00004	25.1	S	Bacteria	1.90E-05	33FK8	unknown
QGLR01000012.1||0_partial_1__00006	41.8	S	Bacteria	1.20E-10	30S3G	unknown
QGLR01000012.1||0_partial_1__00008	57	K	Bacteria	2.20E-15	COG1813	peptidyl-tyrosine sulfation
QGLR01000012.1||0_partial_1__00009	50.7	S	Bacteria	1.70E-13	310CV	unknown
QGLR01000012.1||0_partial_1__00010	53.2	S	Eukarya	2.70E-14	2SQP3	unknown
QGLR01000012.1||0_partial_1__00011	106.5	S	Bacteria	9.10E-31	33329	unknown
QGLR01000012.1||0_partial_1__00013	86.3	S	Bacteria	1.40E-24	33BYK	unknown
QGLR01000012.1||0_partial_1__00016	57.4	S	Bacteria	1.40E-15	338TZ	"Caudovirales tail fibre assembly protein, lambda gpK"
QGLR01000012.1||0_partial_1__00017	107.8	S	Virus	7.10E-31	4QAIQ	Caudovirales tail fibre assembly protein
QGLR01000012.1||0_partial_1__00018	141.3	S	Bacteria	4.30E-41	32UM3	Prophage tail fibre N-terminal
QGLR01000012.1||0_partial_1__00019	1006.4	S	Bacteria	6.70E-303	COG4733	cellulase activity
QGLR01000012.1||0_partial_1__00020	156.6	S	Bacteria	5.30E-46	COG4723	tail assembly
QGLR01000012.1||0_partial_1__00021	80.7	S	Bacteria	9.00E-23	2ZDA2	unknown
QGLR01000012.1||0_partial_1__00022	237.5	S	Virus	1.20E-70	4QC9C	Phage minor tail protein L
QGLR01000012.1||0_partial_1__00023	106.8	S	Bacteria	5.50E-31	COG4718	Minor tail
QGLR01000012.1||0_partial_1__00025	19.9	S	Bacteria	0.00044	31SZ9	unknown
QGLR01000012.1||0_partial_1__00026	113.2	S	Bacteria	1.50E-32	COG5281	sister chromatid segregation
QGLR01000012.1||0_partial_1__00027	94.8	S	Bacteria	3.30E-27	32RVS	tail assembly chaperone
QGLR01000012.1||0_partial_1__00028	98.5	S	Bacteria	2.60E-28	32IWX	unknown
QGLR01000012.1||0_partial_1__00029	50	S	Bacteria	2.60E-13	33J6M	unknown
QGLR01000012.1||0_partial_1__00030	107.3	S	Virus	7.40E-31	4QB6G	Peptidase M15
QGLR01000012.1||0_partial_1__00031	130.7	S	Bacteria	2.00E-38	32X6T	"Psort location CytoplasmicMembrane, score 9.46"
QGLR01000012.1||0_partial_1__00033	58.3	S	Bacteria	4.90E-16	31K2J	unknown
QGLR01000012.1||0_partial_1__00034	44.6	S	Virus	1.20E-11	4QHC1	
QGLR01000012.1||0_partial_1__00035	33.6	E	Archaea	2.80E-08	arCOG05121	lipolytic protein G-D-S-L family
QGLR01000012.1||0_partial_1__00038	90.3	G	Bacteria	1.20E-25	COG4632	Exopolysaccharide biosynthesis protein
QGLR01000012.1||0_partial_1__00039	57.9	S	Bacteria	5.00E-16	33MR3	unknown
QGLR01000012.1||0_partial_1__00040	44.2	S	Virus	1.60E-11	4QHC1	
QGLR01000012.1||0_partial_1__00041	24.7	S	Bacteria	1.70E-05	31HHM	Antitermination protein Q
QGLR01000012.1||0_partial_1__00042	392.4	L	Eukarya	3.40E-117	2QRXQ	DnaB-like helicase C terminal domain
QGLR01000012.1||0_partial_1__00043	160.3	S	Virus	7.10E-47	4QFAM	
QGLR01000012.1||0_partial_1__00044	47.1	K	Bacteria	2.20E-12	COG1476	TRANSCRIPTIONal
QGLR01000012.1||0_partial_1__00045	86.8	K	Bacteria	2.10E-24	COG2932	Transcriptional regulator
QGLR01000012.1||0_partial_1__00046	161.1	S	Bacteria	3.40E-47	32K0G	unknown
QGLR01000012.1||0_partial_1__00047	310.6	S	Bacteria	8.20E-93	307H4	unknown
QGLR01000012.1||0_partial_1__00048	36.3	S	Bacteria	4.70E-09	33E4E	unknown
QGLR01000012.1||0_partial_1__00049	65.6	S	Bacteria	3.40E-18	330JK	unknown
QGLS01000008.1||full_1__00001	18.2	S	Eukarya	0.00085	2QT9F	transposition
QGLS01000008.1||full_1__00002	35.4	S	Bacteria	8.00E-09	33ETU	unknown
QGLS01000008.1||full_1__00003	67.4	S	Bacteria	1.30E-18	30YVD	unknown
QGLS01000008.1||full_1__00004	158.1	S	Virus	1.70E-46	4QAU9	Single-strand binding protein family
QGLS01000008.1||full_1__00005	102.8	S	Bacteria	1.30E-29	30W55	unknown
QGLS01000008.1||full_1__00007	79	S	Bacteria	3.50E-22	337GM	unknown
QGLS01000008.1||full_1__00009	88.9	S	Bacteria	3.30E-25	337GM	unknown
QGLS01000008.1||full_1__00011	26.1	K	Bacteria	6.40E-06	31413	Helix-turn-helix
QGLS01000008.1||full_1__00012	65.8	K	Bacteria	5.80E-18	COG2932	Transcriptional regulator
QGLS01000008.1||full_1__00013	87.9	K	Bacteria	1.00E-24	COG2932	Transcriptional regulator
QGLS01000008.1||full_1__00016	19.7	S	Bacteria	0.0008	2ZQWX	Elongation factor P
QGLS01000008.1||full_1__00017	141.4	S	Bacteria	1.20E-41	32JMZ	unknown
QGLS01000008.1||full_1__00018	203.5	S	Bacteria	2.00E-60	2ZAF4	Protein of unknown function (DUF1367)
QGLS01000008.1||full_1__00019	106.2	S	Bacteria	5.90E-31	32TP3	nuclease activity
QGLS01000008.1||full_1__00020	96.9	S	Bacteria	9.10E-28	337P7	unknown
QGLS01000008.1||full_1__00021	79.6	S	Virus	2.50E-22	4QDDU	
QGLS01000008.1||full_1__00022	48.9	K	Bacteria	6.50E-13	COG3620	sequence-specific DNA binding
QGLS01000008.1||full_1__00023	260	K	Archaea	3.60E-77	arCOG03110	Filamentation induced by cAMP protein fic
QGLS01000008.1||full_1__00024	151.5	S	Virus	2.90E-44	4QB6U	Terminase small subunit
QGLS01000008.1||full_1__00025	453.5	S	Virus	7.20E-136	4QFZG	Phage terminase large subunit
QGLS01000008.1||full_1__00026	361.7	S	Virus	4.00E-108	4QC8M	Protein of unknown function (DUF1073)
QGLS01000008.1||full_1__00027	94.1	S	Virus	1.30E-26	4QC5Z	Phage Mu protein F like protein
QGLS01000008.1||full_1__00028	222.7	S	Virus	9.60E-66	4QB41	Uncharacterized protein conserved in bacteria (DUF2213)
QGLS01000008.1||full_1__00029	146.3	S	Bacteria	5.90E-43	32UJG	unknown
QGLS01000008.1||full_1__00030	233.7	S	Virus	2.40E-69	4QCFY	Uncharacterized protein conserved in bacteria (DUF2184)
QGLS01000008.1||full_1__00031	124.6	S	Bacteria	2.00E-36	32Y03	unknown
QGLS01000008.1||full_1__00032	153.2	S	Bacteria	3.50E-45	32T5E	Protein of unknown function (DUF4054)
QGLS01000008.1||full_1__00033	146.6	S	Bacteria	8.30E-43	32YJP	unknown
QGLS01000008.1||full_1__00034	132.7	S	Virus	1.30E-38	4QBNP	
QGLS01000008.1||full_1__00035	146.6	S	Bacteria	5.50E-43	32RQX	unknown
QGLS01000008.1||full_1__00036	515.2	S	Bacteria	2.10E-154	2Z9DB	Protein of unknown function (DUF3383)
QGLS01000008.1||full_1__00037	171.1	S	Virus	3.70E-50	4QGS2	P22_AR N-terminal domain
QGLS01000008.1||full_1__00038	135.6	S	Virus	1.50E-39	4QHC9	
QGLS01000008.1||full_1__00039	139.6	S	Bacteria	6.30E-41	31T0P	unknown
QGLS01000008.1||full_1__00040	47.5	S	Bacteria	9.40E-13	33MNY	unknown
QGLS01000008.1||full_1__00041	85.7	S	Virus	2.60E-24	4QCRD	
QGLS01000008.1||full_1__00042	193.7	S	Virus	4.90E-57	4QCRD	
QGLS01000008.1||full_1__00043	82.2	S	Bacteria	3.00E-23	32UTV	unknown
QGLS01000008.1||full_1__00044	87.5	S	Bacteria	5.70E-25	33B2T	Protein of unknown function (DUF4236)
QGLS01000008.1||full_1__00045	20	S	Bacteria	0.00054	2ZK8W	unknown
QGLS01000008.1||full_1__00046	59	S	Bacteria	4.70E-16	2ZQV7	unknown
QGLS01000008.1||full_1__00047	66	S	Bacteria	3.60E-18	COG1714	RDD family
QGLS01000008.1||full_1__00049	211.8	S	Virus	6.10E-63	4QD0G	
QGLS01000008.1||full_1__00050	82.7	S	Virus	1.70E-23	4QDQB	
QGLS01000008.1||full_1__00051	330.2	S	Virus	8.60E-99	4QCES	
QGLS01000008.1||full_1__00052	207.7	S	Virus	1.30E-61	4QG2P	
QGLS01000008.1||full_1__00053	140.6	S	Virus	2.60E-41	4QFPX	
QGLS01000008.1||full_1__00054	210	S	Virus	6.30E-62	4QAMU	Baseplate J-like protein
QGLS01000008.1||full_1__00055	212.3	S	Bacteria	4.90E-63	32NF8	Protein of unknown function (DUF2612)
QGLS01000008.1||full_1__00056	152.2	S	Virus	1.60E-44	4QFPJ	
QGLS01000008.1||full_1__00057	37.2	S	Bacteria	2.90E-09	32BNZ	unknown
QGLS01000008.1||full_1__00058	235	S	Bacteria	3.20E-70	32UHQ	unknown
QGLS01000008.1||full_1__00059	116.8	S	Bacteria	4.40E-34	33H0Q	unknown
QGLS01000008.1||full_1__00060	42.2	S	Eukarya	5.30E-11	2SAV7	unknown
QGLS01000008.1||full_1__00061	81.9	S	Bacteria	6.10E-23	COG3654	unknown
QGLS01000008.1||full_1__00062	47.3	S	Bacteria	2.80E-12	COG3514	BrnA antitoxin of type II toxin-antitoxin system
QGLS01000008.1||full_1__00063	47.6	S	Virus	1.30E-12	4QHC8	D-alanyl-D-alanine carboxypeptidase
QGLS01000008.1||full_1__00064	100.8	K	Bacteria	1.20E-28	COG2932	Transcriptional regulator
QGLS01000008.1||full_1__00065	96.4	K	Bacteria	2.60E-27	COG2932	Transcriptional regulator
QGLS01000008.1||full_1__00066	232.5	S	Bacteria	3.50E-69	331N0	unknown
QGLS01000008.1||full_1__00067	144.8	S	Bacteria	8.00E-43	34B85	unknown
QGLS01000009.1||0_partial_1__00001	720.7	E	Bacteria	1.50E-216	COG0165	Argininosuccinate lyase
QGLS01000009.1||0_partial_1__00002	33.8	S	Bacteria	2.00E-08	330K5	unknown
QGLS01000009.1||0_partial_1__00005	362.6	K	Eukarya	1.00E-108	2T1W5	Helix-turn-helix XRE-family like proteins
QGLS01000009.1||0_partial_1__00006	84.9	K	Bacteria	6.90E-24	31T0C	regulation of RNA biosynthetic process
QGLS01000009.1||0_partial_1__00008	139.8	S	Virus	1.30E-40	4QGS2	P22_AR N-terminal domain
QGLS01000009.1||0_partial_1__00010	226.6	S	Bacteria	1.30E-67	32UHQ	unknown
QGLS01000009.1||0_partial_1__00011	162.4	S	Bacteria	3.00E-48	33H0Q	unknown
QGLS01000009.1||0_partial_1__00012	90.1	S	Virus	9.40E-26	4QHC8	D-alanyl-D-alanine carboxypeptidase
QGLS01000009.1||0_partial_1__00014	76.2	S	Bacteria	2.60E-21	33VKQ	unknown
QGLS01000009.1||0_partial_1__00015	28.1	S	Bacteria	1.70E-06	30WZ5	unknown
QGLS01000009.1||0_partial_1__00016	187.1	S	Bacteria	1.50E-55	315C6	Domain of unknown function (DUF1841)
QGLS01000009.1||0_partial_1__00018	166.4	S	Bacteria	3.50E-49	COG2707	UPF0756 membrane protein
QGLS01000009.1||0_partial_1__00020	183.3	S	Bacteria	1.90E-54	2Z8EE	Gp37 protein
QGLS01000009.1||0_partial_1__00021	479.3	S	Eukarya	1.50E-143	2SV4D	Phage tail sheath protein subtilisin-like domain
QGLS01000009.1||0_partial_1__00022	129	S	Bacteria	1.20E-37	COG3498	tail tube protein
QGLS01000009.1||0_partial_1__00023	62.8	S	Bacteria	3.00E-17	2ZUZZ	"Phage tail assembly chaperone proteins, E, or 41 or 14"
QGLS01000009.1||0_partial_1__00024	67.1	S	Virus	6.70E-19	4QF5E	
QGLS01000009.1||0_partial_1__00025	128.8	S	Bacteria	1.60E-37	COG3499	P2 GpU family protein
QGLS01000009.1||0_partial_1__00026	50.8	S	Bacteria	9.60E-14	33G10	unknown
QGLS01000009.1||0_partial_1__00027	248.3	S	Virus	1.40E-73	4QC7J	
QGLS01000009.1||0_partial_1__00028	132.7	S	Bacteria	1.40E-38	COG4540	Baseplate assembly protein
QGLS01000009.1||0_partial_1__00029	75.6	S	Bacteria	5.10E-21	COG3628	GPW Gp25 family protein
QGLS01000009.1||0_partial_1__00030	256.2	S	Bacteria	4.10E-76	COG3948	Baseplate J-like protein
QGLS01000009.1||0_partial_1__00031	62.2	S	Bacteria	6.20E-17	COG4385	Tail protein
QGLS01000009.1||0_partial_1__00032	220.1	S	Virus	3.90E-65	4QGUT	
QGLS01000009.1||0_partial_1__00033	69.7	S	Bacteria	3.60E-19	339P5	unknown
QUBN01000015.1||0_partial__00001	57.7	EG	Archaea	1.00E-15	arCOG00271	COG0697 Permeases of the drug metabolite transporter (DMT) superfamily
QUBN01000015.1||0_partial__00002	255.4	S	Virus	1.00E-75	4QAQE	Phage integrase family
QUBN01000015.1||0_partial__00003	59.1	K	Bacteria	6.20E-16	COG3655	Transcriptional regulator
QUBN01000015.1||0_partial__00004	60.1	S	Bacteria	1.20E-16	30C8A	unknown
QUBN01000015.1||0_partial__00005	61.1	S	Bacteria	9.50E-17	32NA3	unknown
QUBN01000015.1||0_partial__00006	37.6	S	Bacteria	2.10E-09	COG3646	Phage regulatory protein
QUBN01000015.1||0_partial__00008	35.9	S	Virus	5.60E-09	4QB0K	Protein of unknown function (DUF739)
QUBN01000015.1||0_partial__00009	19.7	S	Bacteria	0.00066	32WAJ	Domain of unknown function (DUF4259)
QUBN01000015.1||0_partial__00010	51.8	L	Bacteria	1.00E-13	COG3935	DnaD domain protein
QUBN01000015.1||0_partial__00011	205.4	S	Virus	1.00E-60	4QBU2	IstB-like ATP binding protein
QUBN01000015.1||0_partial__00012	29	S	Bacteria	7.70E-07	30KIR	Domain of unknown function (DUF5067)
QUBN01000015.1||0_partial__00013	221.7	S	Bacteria	1.80E-65	COG3953	SLT domain
QUBN01000015.1||0_partial__00014	43.9	S	Bacteria	1.90E-11	33B6R	unknown
QUBN01000015.1||0_partial__00016	109.2	S	Virus	2.70E-31	4QB6U	Terminase small subunit
QUBN01000015.1||0_partial__00017	94.2	V	Archaea	8.60E-27	arCOG02632	N-6 DNA methylase
QUBO01000010.1||full__00001	81.5	S	Bacteria	6.50E-23	2ZCJ7	unknown
QUBO01000010.1||full__00002	88	M	Bacteria	6.20E-25	COG3757	"hydrolase, family 25"
QUBO01000010.1||full__00003	41.3	S	Bacteria	1.30E-10	30RYE	Bacteriophage holin of superfamily 6 (Holin_LLH)
QUBO01000010.1||full__00004	26.5	S	Bacteria	6.60E-06	342U4	unknown
QUBO01000010.1||full__00005	239.3	S	Bacteria	9.00E-72	30AQE	unknown
QUBO01000010.1||full__00007	27.9	S	Bacteria	1.10E-06	30YUD	unknown
QUBO01000010.1||full__00008	40	S	Bacteria	2.20E-10	309S3	unknown
QUBO01000010.1||full__00009	117.6	S	Bacteria	4.50E-34	322RC	unknown
QUBO01000010.1||full__00010	188.7	S	Virus	1.90E-55	4QAMU	Baseplate J-like protein
QUBO01000010.1||full__00011	228.7	S	Bacteria	1.30E-68	30BG0	unknown
QUBO01000010.1||full__00012	212.3	S	Bacteria	1.70E-63	30BFE	unknown
QUBO01000010.1||full__00013	176.1	S	Bacteria	7.80E-52	32TSY	unknown
QUBO01000010.1||full__00014	144.8	S	Bacteria	6.80E-43	32YB6	unknown
QUBO01000010.1||full__00015	18.3	S	Eukarya	0.00062	KOG4673	positive regulation of testosterone secretion
QUBO01000010.1||full__00016	209.1	S	Bacteria	1.10E-61	COG3953	SLT domain
QUBO01000010.1||full__00018	299.9	S	Bacteria	2.90E-90	30BF8	unknown
QUBO01000010.1||full__00019	266.7	S	Bacteria	4.00E-80	30BDA	unknown
QUBO01000010.1||full__00020	560	S	Bacteria	1.90E-168	309BH	Protein of unknown function (DUF3383)
QUBO01000010.1||full__00021	284.4	S	Bacteria	1.90E-85	32AYT	unknown
QUBO01000010.1||full__00022	257.1	S	Bacteria	2.80E-77	30BRU	unknown
QUBO01000010.1||full__00023	200.4	S	Bacteria	2.30E-59	32GHE	unknown
