prokka_locus_tag,phage_seq,protein_num,length_bp_prok,gene_prok,EC_number+prok,phrog_name,phrog_num,COG_prok,product_prok
NASB01000027.1||full__00003,NASB01000027.1||full,NASB01000027.1||full_3,3282,,phrog_339,phrog,339,,tail length tape measure protein
NASB01000027.1||full__00004,NASB01000027.1||full,NASB01000027.1||full_4,225,,phrog_337,phrog,337,,tail protein
NASB01000027.1||full__00005,NASB01000027.1||full,NASB01000027.1||full_5,390,,phrog_344,phrog,344,,tail assembly chaperone
NASB01000027.1||full__00006,NASB01000027.1||full,NASB01000027.1||full_6,456,,phrog_158,phrog,158,,major tail protein
NASB01000027.1||full__00007,NASB01000027.1||full,NASB01000027.1||full_7,330,,phrog_347,phrog,347,,tail terminator
NASB01000027.1||full__00008,NASB01000027.1||full,NASB01000027.1||full_8,426,,phrog_5,phrog,5,,tail completion or Neck1 protein
NASB01000027.1||full__00009,NASB01000027.1||full,NASB01000027.1||full_9,324,,phrog_25,phrog,25,,head closure Hc1
NASB01000027.1||full__00010,NASB01000027.1||full,NASB01000027.1||full_10,342,,phrog_40,phrog,40,,head-tail adaptor Ad1
NASB01000027.1||full__00011,NASB01000027.1||full,NASB01000027.1||full_11,261,,,,,,hypothetical protein
NASB01000027.1||full__00012,NASB01000027.1||full,NASB01000027.1||full_12,1185,,phrog_10,phrog,10,,major head protein
NASB01000027.1||full__00013,NASB01000027.1||full,NASB01000027.1||full_13,864,,phrog_1684,phrog,1684,,head maturation protease
NASB01000027.1||full__00014,NASB01000027.1||full,NASB01000027.1||full_14,1248,,phrog_12,phrog,12,,portal protein
NASB01000027.1||full__00015,NASB01000027.1||full,NASB01000027.1||full_15,1740,,phrog_9,phrog,9,,terminase large subunit
NASB01000027.1||full__00016,NASB01000027.1||full,NASB01000027.1||full_16,414,,phrog_83,phrog,83,,terminase small subunit
NASB01000027.1||full__00017,NASB01000027.1||full,NASB01000027.1||full_17,393,,phrog_589,phrog,589,,HNH endonuclease
NASB01000027.1||full__00018,NASB01000027.1||full,NASB01000027.1||full_18,216,,phrog_10235,phrog,10235,,hypothetical protein
NASB01000027.1||full__00019,NASB01000027.1||full,NASB01000027.1||full_19,366,,,,,,hypothetical protein
NASB01000027.1||full__00020,NASB01000027.1||full,NASB01000027.1||full_20,720,,phrog_1136,phrog,1136,,hypothetical protein
NASB01000027.1||full__00021,NASB01000027.1||full,NASB01000027.1||full_21,1194,,phrog_5348,phrog,5348,,hypothetical protein
NASB01000027.1||full__00022,NASB01000027.1||full,NASB01000027.1||full_22,360,,phrog_214,phrog,214,,Rz-like spanin
NASB01000027.1||full__00023,NASB01000027.1||full,NASB01000027.1||full_23,528,,phrog_7,phrog,7,,endolysin
NASB01000027.1||full__00024,NASB01000027.1||full,NASB01000027.1||full_24,696,,phrog_6861,phrog,6861,,hypothetical protein
NASB01000027.1||full__00025,NASB01000027.1||full,NASB01000027.1||full_25,735,,phrog_2127,phrog,2127,,anti-repressor
NASB01000027.1||full__00026,NASB01000027.1||full,NASB01000027.1||full_26,354,,,,,,hypothetical protein
NASB01000027.1||full__00027,NASB01000027.1||full,NASB01000027.1||full_27,363,,phrog_140,phrog,140,,RusA-like Holliday junction resolvase
NASB01000027.1||full__00028,NASB01000027.1||full,NASB01000027.1||full_28,288,,phrog_131,phrog,131,,HNH endonuclease
NASB01000027.1||full__00029,NASB01000027.1||full,NASB01000027.1||full_29,147,,phrog_13897,phrog,13897,,hypothetical protein
NASB01000027.1||full__00030,NASB01000027.1||full,NASB01000027.1||full_30,333,,,,,,hypothetical protein
NASB01000027.1||full__00031,NASB01000027.1||full,NASB01000027.1||full_31,453,,phrog_72,phrog,72,,NinB/ Orf homologous recombination mediator
NASB01000027.1||full__00032,NASB01000027.1||full,NASB01000027.1||full_32,273,,phrog_2585,phrog,2585,,nucleotide kinase
NASB01000027.1||full__00033,NASB01000027.1||full,NASB01000027.1||full_33,168,,,,,,hypothetical protein
NASB01000027.1||full__00034,NASB01000027.1||full,NASB01000027.1||full_34,207,,,,,,hypothetical protein
NASB01000027.1||full__00035,NASB01000027.1||full,NASB01000027.1||full_35,1407,,phrog_19,phrog,19,,DnaB-like replicative helicase
NASB01000027.1||full__00036,NASB01000027.1||full,NASB01000027.1||full_36,894,,phrog_345,phrog,345,,replication initiation O-like protein
NASB01000027.1||full__00037,NASB01000027.1||full,NASB01000027.1||full_37,285,,phrog_725,phrog,725,,CII-like regulator
NASB01000027.1||full__00038,NASB01000027.1||full,NASB01000027.1||full_38,216,,phrog_409,phrog,409,,transcriptional regulator
NASB01000027.1||full__00039,NASB01000027.1||full,NASB01000027.1||full_39,651,,phrog_4,phrog,4,,transcriptional repressor
NASB01000027.1||full__00040,NASB01000027.1||full,NASB01000027.1||full_40,849,,phrog_164,phrog,164,,ParA-like partition protein
NASB01000027.1||full__00041,NASB01000027.1||full,NASB01000027.1||full_41,423,,phrog_6264,phrog,6264,,hypothetical protein
NASB01000027.1||full__00042,NASB01000027.1||full,NASB01000027.1||full_42,687,,phrog_7540,phrog,7540,,hypothetical protein
NASB01000027.1||full__00043,NASB01000027.1||full,NASB01000027.1||full_43,297,,,,,,hypothetical protein
NASB01000027.1||full__00044,NASB01000027.1||full,NASB01000027.1||full_44,240,,,,,,hypothetical protein
NASB01000027.1||full__00045,NASB01000027.1||full,NASB01000027.1||full_45,681,,,,,,hypothetical protein
NASB01000027.1||full__00046,NASB01000027.1||full,NASB01000027.1||full_46,162,,,,,,hypothetical protein
NASB01000027.1||full__00047,NASB01000027.1||full,NASB01000027.1||full_47,873,,phrog_1366,phrog,1366,,hypothetical protein
NASB01000027.1||full__00048,NASB01000027.1||full,NASB01000027.1||full_48,681,,phrog_403,phrog,403,,DNA polymerase exonuclease subunit
NASB01000027.1||full__00049,NASB01000027.1||full,NASB01000027.1||full_49,540,,,,,,hypothetical protein
NASB01000027.1||full__00050,NASB01000027.1||full,NASB01000027.1||full_50,168,,phrog_9500,phrog,9500,,CsrA-like regulator
NASB01000027.1||full__00051,NASB01000027.1||full,NASB01000027.1||full_51,207,,,,,,hypothetical protein
NASB01000027.1||full__00052,NASB01000027.1||full,NASB01000027.1||full_52,447,,phrog_44,phrog,44,,single strand DNA binding protein
NASB01000027.1||full__00053,NASB01000027.1||full,NASB01000027.1||full_53,444,,phrog_2340,phrog,2340,,endonuclease
NASB01000027.1||full__00054,NASB01000027.1||full,NASB01000027.1||full_54,849,,phrog_33262,phrog,33262,,hypothetical protein
NASB01000027.1||full__00055,NASB01000027.1||full,NASB01000027.1||full_55,219,,,,,,hypothetical protein
NASB01000027.1||full__00056,NASB01000027.1||full,NASB01000027.1||full_56,228,,phrog_4657,phrog,4657,,hypothetical protein
NASB01000027.1||full__00057,NASB01000027.1||full,NASB01000027.1||full_57,747,,phrog_67,phrog,67,,DNA methyltransferase
NASB01000027.1||full__00058,NASB01000027.1||full,NASB01000027.1||full_58,297,,,,,,hypothetical protein
NASB01000027.1||full__00059,NASB01000027.1||full,NASB01000027.1||full_59,180,,,,,,hypothetical protein
NASB01000027.1||full__00060,NASB01000027.1||full,NASB01000027.1||full_60,615,,phrog_359,phrog,359,,DNA methyltransferase
NASB01000027.1||full__00061,NASB01000027.1||full,NASB01000027.1||full_61,219,,,,,,hypothetical protein
NASB01000027.1||full__00062,NASB01000027.1||full,NASB01000027.1||full_62,1176,,phrog_1,phrog,1,,integrase
NASB01000027.1||full__00063,NASB01000027.1||full,NASB01000027.1||full_63,126,,,,,,hypothetical protein
NASB01000047.1||full__00001,NASB01000047.1||full,NASB01000047.1||full_1,312,,phrog_105,phrog,105,,tail fiber assembly
NASB01000047.1||full__00002,NASB01000047.1||full,NASB01000047.1||full_2,1431,,phrog_381,phrog,381,,tail fiber protein
NASB01000047.1||full__00003,NASB01000047.1||full,NASB01000047.1||full_3,210,,,,,,hypothetical protein
NASB01000047.1||full__00004,NASB01000047.1||full,NASB01000047.1||full_4,264,,phrog_217,phrog,217,,holin
NASB01000047.1||full__00005,NASB01000047.1||full,NASB01000047.1||full_5,417,,phrog_198,phrog,198,,holin
NASB01000047.1||full__00006,NASB01000047.1||full,NASB01000047.1||full_6,216,,,,,,hypothetical protein
NASB01000047.1||full__00007,NASB01000047.1||full,NASB01000047.1||full_7,441,,phrog_894,phrog,894,,endolysin
NASB01000047.1||full__00008,NASB01000047.1||full,NASB01000047.1||full_8,183,,,,,,hypothetical protein
NASB01000047.1||full__00009,NASB01000047.1||full,NASB01000047.1||full_9,2127,,phrog_91,phrog,91,,nicking at origin of replication
NASB01000047.1||full__00010,NASB01000047.1||full,NASB01000047.1||full_10,207,,phrog_54,phrog,54,,DksA-like zinc-finger protein
NASB01000047.1||full__00011,NASB01000047.1||full,NASB01000047.1||full_11,216,,,,,,hypothetical protein
NASB01000047.1||full__00012,NASB01000047.1||full,NASB01000047.1||full_12,123,,,,,,hypothetical protein
NASB01000047.1||full__00013,NASB01000047.1||full,NASB01000047.1||full_13,150,,,,,,hypothetical protein
NASB01000047.1||full__00014,NASB01000047.1||full,NASB01000047.1||full_14,240,,phrog_575,phrog,575,,Cox-like excisionase and repressor
NASB01000047.1||full__00015,NASB01000047.1||full,NASB01000047.1||full_15,357,,phrog_9710,phrog,9710,,hypothetical protein
NASB01000047.1||full__00016,NASB01000047.1||full,NASB01000047.1||full_16,186,,phrog_22824,phrog,22824,,hypothetical protein
NASB01000047.1||full__00017,NASB01000047.1||full,NASB01000047.1||full_17,759,,phrog_1,phrog,1,,integrase
NASB01000047.1||full__00018,NASB01000047.1||full,NASB01000047.1||full_18,672,,,,,,hypothetical protein
NASB01000047.1||full__00019,NASB01000047.1||full,NASB01000047.1||full_19,297,,phrog_21495,phrog,21495,,hypothetical protein
NASB01000047.1||full__00020,NASB01000047.1||full,NASB01000047.1||full_20,930,,,,,,hypothetical protein
NASC01000057.1||full__00001,NASC01000057.1||full,NASC01000057.1||full_1,720,,phrog_1136,phrog,1136,,hypothetical protein
NASC01000057.1||full__00002,NASC01000057.1||full,NASC01000057.1||full_2,366,,,,,,hypothetical protein
NASC01000057.1||full__00003,NASC01000057.1||full,NASC01000057.1||full_3,216,,phrog_10235,phrog,10235,,hypothetical protein
NASC01000057.1||full__00004,NASC01000057.1||full,NASC01000057.1||full_4,393,,phrog_589,phrog,589,,HNH endonuclease
NASC01000057.1||full__00005,NASC01000057.1||full,NASC01000057.1||full_5,414,,phrog_83,phrog,83,,terminase small subunit
NASC01000057.1||full__00006,NASC01000057.1||full,NASC01000057.1||full_6,1740,,phrog_9,phrog,9,,terminase large subunit
NASC01000057.1||full__00007,NASC01000057.1||full,NASC01000057.1||full_7,1248,,phrog_12,phrog,12,,portal protein
NASC01000057.1||full__00008,NASC01000057.1||full,NASC01000057.1||full_8,864,,phrog_1684,phrog,1684,,head maturation protease
NASC01000057.1||full__00009,NASC01000057.1||full,NASC01000057.1||full_9,1185,,phrog_10,phrog,10,,major head protein
NASC01000057.1||full__00010,NASC01000057.1||full,NASC01000057.1||full_10,261,,,,,,hypothetical protein
NASC01000057.1||full__00011,NASC01000057.1||full,NASC01000057.1||full_11,342,,phrog_40,phrog,40,,head-tail adaptor Ad1
NASC01000057.1||full__00012,NASC01000057.1||full,NASC01000057.1||full_12,324,,phrog_25,phrog,25,,head closure Hc1
NASC01000057.1||full__00013,NASC01000057.1||full,NASC01000057.1||full_13,426,,phrog_5,phrog,5,,tail completion or Neck1 protein
NASC01000057.1||full__00014,NASC01000057.1||full,NASC01000057.1||full_14,330,,phrog_347,phrog,347,,tail terminator
NASC01000057.1||full__00015,NASC01000057.1||full,NASC01000057.1||full_15,456,,phrog_158,phrog,158,,major tail protein
NASC01000057.1||full__00016,NASC01000057.1||full,NASC01000057.1||full_16,390,,phrog_344,phrog,344,,tail assembly chaperone
NASC01000057.1||full__00017,NASC01000057.1||full,NASC01000057.1||full_17,3282,,phrog_339,phrog,339,,tail length tape measure protein
NASC01000057.1||full__00018,NASC01000057.1||full,NASC01000057.1||full_18,594,,phrog_29243,phrog,29243,,hypothetical protein
NASC01000057.1||full__00019,NASC01000057.1||full,NASC01000057.1||full_19,204,,phrog_3887,phrog,3887,,transcriptional regulator
NASC01000090.1||full_1__00001,NASC01000090.1||full_1,NASC01000090.1||full_1_1,77,,,,,,tRNA-Val(gac)
NASC01000090.1||full_1__00002,NASC01000090.1||full_1,NASC01000090.1||full_1_2,1086,,phrog_23469,phrog,23469,,hypothetical protein
NASC01000090.1||full_1__00003,NASC01000090.1||full_1,NASC01000090.1||full_1_3,3204,,phrog_31,phrog,31,,baseplate hub protein Tal
NASC01000090.1||full_1__00004,NASC01000090.1||full_1,NASC01000090.1||full_1_4,621,,phrog_32,phrog,32,,tail assembly protein
NASC01000090.1||full_1__00005,NASC01000090.1||full_1,NASC01000090.1||full_1_5,720,,phrog_30,phrog,30,,minor tail protein
NASC01000090.1||full_1__00006,NASC01000090.1||full_1,NASC01000090.1||full_1_6,765,,phrog_18,phrog,18,,minor tail protein
NASC01000090.1||full_1__00007,NASC01000090.1||full_1,NASC01000090.1||full_1_7,984,,phrog_2384,phrog,2384,,hypothetical protein
NASC01000090.1||full_1__00008,NASC01000090.1||full_1,NASC01000090.1||full_1_8,453,,,,,,hypothetical protein
NASC01000090.1||full_1__00009,NASC01000090.1||full_1,NASC01000090.1||full_1_9,345,,phrog_14,phrog,14,,minor tail protein
NASC01000102.1||full__00001,NASC01000102.1||full,NASC01000102.1||full_1,417,,phrog_7540,phrog,7540,,hypothetical protein
NASC01000102.1||full__00002,NASC01000102.1||full,NASC01000102.1||full_2,297,,,,,,hypothetical protein
NASC01000102.1||full__00003,NASC01000102.1||full,NASC01000102.1||full_3,240,,,,,,hypothetical protein
NASC01000102.1||full__00004,NASC01000102.1||full,NASC01000102.1||full_4,681,,,,,,hypothetical protein
NASC01000102.1||full__00005,NASC01000102.1||full,NASC01000102.1||full_5,162,,,,,,hypothetical protein
NASC01000102.1||full__00006,NASC01000102.1||full,NASC01000102.1||full_6,873,,phrog_1366,phrog,1366,,hypothetical protein
NASC01000102.1||full__00007,NASC01000102.1||full,NASC01000102.1||full_7,681,,phrog_403,phrog,403,,DNA polymerase exonuclease subunit
NASC01000102.1||full__00008,NASC01000102.1||full,NASC01000102.1||full_8,540,,,,,,hypothetical protein
NASC01000102.1||full__00009,NASC01000102.1||full,NASC01000102.1||full_9,168,,phrog_9500,phrog,9500,,CsrA-like regulator
NASC01000102.1||full__00010,NASC01000102.1||full,NASC01000102.1||full_10,207,,,,,,hypothetical protein
NASC01000102.1||full__00011,NASC01000102.1||full,NASC01000102.1||full_11,447,,phrog_44,phrog,44,,single strand DNA binding protein
NASC01000102.1||full__00012,NASC01000102.1||full,NASC01000102.1||full_12,444,,phrog_2340,phrog,2340,,endonuclease
NASC01000102.1||full__00013,NASC01000102.1||full,NASC01000102.1||full_13,849,,phrog_33262,phrog,33262,,hypothetical protein
NASC01000102.1||full__00014,NASC01000102.1||full,NASC01000102.1||full_14,219,,,,,,hypothetical protein
NASC01000102.1||full__00015,NASC01000102.1||full,NASC01000102.1||full_15,228,,phrog_4657,phrog,4657,,hypothetical protein
NASC01000102.1||full__00016,NASC01000102.1||full,NASC01000102.1||full_16,747,,phrog_67,phrog,67,,DNA methyltransferase
NASC01000102.1||full__00017,NASC01000102.1||full,NASC01000102.1||full_17,297,,,,,,hypothetical protein
NASC01000102.1||full__00018,NASC01000102.1||full,NASC01000102.1||full_18,180,,,,,,hypothetical protein
NASE01000025.1||full_1__00001,NASE01000025.1||full_1,NASE01000025.1||full_1_1,1452,,phrog_38135,phrog,38135,,hypothetical protein
NASE01000025.1||full_1__00002,NASE01000025.1||full_1,NASE01000025.1||full_1_2,645,,phrog_4,phrog,4,,transcriptional repressor
NASE01000025.1||full_1__00003,NASE01000025.1||full_1,NASE01000025.1||full_1_3,204,,phrog_4,phrog,4,,transcriptional repressor
NASE01000025.1||full_1__00004,NASE01000025.1||full_1,NASE01000025.1||full_1_4,357,,phrog_18020,phrog,18020,,replication initiation O-like protein
NASE01000025.1||full_1__00005,NASE01000025.1||full_1,NASE01000025.1||full_1_5,267,,phrog_678,phrog,678,,replication initiation O-like protein
NASE01000025.1||full_1__00006,NASE01000025.1||full_1,NASE01000025.1||full_1_6,681,,phrog_109,phrog,109,,P-like helicase loader
NASE01000025.1||full_1__00007,NASE01000025.1||full_1,NASE01000025.1||full_1_7,201,,,,,,hypothetical protein
NASE01000025.1||full_1__00008,NASE01000025.1||full_1,NASE01000025.1||full_1_8,120,,,,,,hypothetical protein
NASE01000025.1||full_1__00009,NASE01000025.1||full_1,NASE01000025.1||full_1_9,348,,,,,,hypothetical protein
NASE01000025.1||full_1__00010,NASE01000025.1||full_1,NASE01000025.1||full_1_10,447,,phrog_25166,phrog,25166,,hypothetical protein
NASE01000025.1||full_1__00011,NASE01000025.1||full_1,NASE01000025.1||full_1_11,165,,phrog_13897,phrog,13897,,hypothetical protein
NASE01000025.1||full_1__00012,NASE01000025.1||full_1,NASE01000025.1||full_1_12,180,,,,,,hypothetical protein
NASE01000025.1||full_1__00013,NASE01000025.1||full_1,NASE01000025.1||full_1_13,549,,phrog_171,phrog,171,,NinG/ Rap DNA junction specific endonuclease
NASE01000025.1||full_1__00014,NASE01000025.1||full_1,NASE01000025.1||full_1_14,354,,,,,,hypothetical protein
NASE01000025.1||full_1__00015,NASE01000025.1||full_1,NASE01000025.1||full_1_15,681,,,,,,hypothetical protein
NASE01000025.1||full_1__00016,NASE01000025.1||full_1,NASE01000025.1||full_1_16,2283,,phrog_1107,phrog,1107,,tail length tape measure protein
NASE01000025.1||full_1__00017,NASE01000025.1||full_1,NASE01000025.1||full_1_17,1017,,,,,,hypothetical protein
NASE01000025.1||full_1__00018,NASE01000025.1||full_1,NASE01000025.1||full_1_18,279,,,,,,hypothetical protein
NASE01000025.1||full_1__00019,NASE01000025.1||full_1,NASE01000025.1||full_1_19,603,,phrog_28385,phrog,28385,,hypothetical protein
NASE01000025.1||full_1__00020,NASE01000025.1||full_1,NASE01000025.1||full_1_20,570,,,,,,hypothetical protein
NASE01000025.1||full_1__00021,NASE01000025.1||full_1,NASE01000025.1||full_1_21,822,,phrog_524,phrog,524,,anti-repressor Ant
NASE01000025.1||full_1__00022,NASE01000025.1||full_1,NASE01000025.1||full_1_22,1254,,phrog_8323,phrog,8323,,hypothetical protein
NASE01000025.1||full_1__00023,NASE01000025.1||full_1,NASE01000025.1||full_1_23,726,,phrog_16016,phrog,16016,,HNH endonuclease
NASE01000025.1||full_1__00024,NASE01000025.1||full_1,NASE01000025.1||full_1_24,552,,,,,,hypothetical protein
NASE01000025.1||full_1__00025,NASE01000025.1||full_1,NASE01000025.1||full_1_25,282,,phrog_7241,phrog,7241,,transcriptional regulator
NASE01000025.1||full_1__00026,NASE01000025.1||full_1,NASE01000025.1||full_1_26,294,,phrog_3445,phrog,3445,,toxin
NASE01000025.1||full_1__00027,NASE01000025.1||full_1,NASE01000025.1||full_1_27,315,,phrog_4268,phrog,4268,,transcriptional repressor
NASE01000025.1||full_1__00028,NASE01000025.1||full_1,NASE01000025.1||full_1_28,330,,phrog_14,phrog,14,,minor tail protein
NASE01000025.1||full_1__00029,NASE01000025.1||full_1,NASE01000025.1||full_1_29,480,,phrog_18,phrog,18,,minor tail protein
NASE01000025.1||full_1__00030,NASE01000025.1||full_1,NASE01000025.1||full_1_30,390,,,,,,hypothetical protein
NASE01000025.1||full_1__00031,NASE01000025.1||full_1,NASE01000025.1||full_1_31,531,,phrog_105,phrog,105,,tail fiber assembly
NASE01000025.1||full_1__00032,NASE01000025.1||full_1,NASE01000025.1||full_1_32,453,,phrog_1281,phrog,1281,,hypothetical protein
NASF01000035.1||full_1__00001,NASF01000035.1||full_1,NASF01000035.1||full_1_1,453,,phrog_1281,phrog,1281,,hypothetical protein
NASF01000035.1||full_1__00002,NASF01000035.1||full_1,NASF01000035.1||full_1_2,531,,phrog_105,phrog,105,,tail fiber assembly
NASF01000035.1||full_1__00003,NASF01000035.1||full_1,NASF01000035.1||full_1_3,390,,,,,,hypothetical protein
NASF01000035.1||full_1__00004,NASF01000035.1||full_1,NASF01000035.1||full_1_4,480,,phrog_18,phrog,18,,minor tail protein
NASF01000035.1||full_1__00005,NASF01000035.1||full_1,NASF01000035.1||full_1_5,330,,phrog_14,phrog,14,,minor tail protein
NASF01000035.1||full_1__00006,NASF01000035.1||full_1,NASF01000035.1||full_1_6,315,,phrog_4268,phrog,4268,,transcriptional repressor
NASF01000035.1||full_1__00007,NASF01000035.1||full_1,NASF01000035.1||full_1_7,294,,phrog_3445,phrog,3445,,toxin
